page,eng,twi,gaa
40,quarrel,kō,
40,quarrel,twē mansō,
40,quarrel,ọ-nè no anyā,
40,quarrel,,bē
40,quarrel,,blọ
40,quarrel,,nō
40,quarrel,,ta na
40,quarrel,,kę m.k. ná
40,quarrel,akasakasa,
40,quarrel,akamekame,
40,quarrel,atutuw,
40,quarrel,ọham,
40,quarrel,ọkō,
40,quarrel,mansō,
40,quarrel,,bē
40,quarrel,,blọmo
40,quarreller,ọmānefo,
40,quarreller,otutupefo,
40,quarreller,,belọ
40,quarry,abo tubea,
40,quarry,,tẹbu
40,quarry,pā (pae) abo,
40,quarry,,gba tẹ
40,quarry-man,ọbopaefo,
40,quarry-man,,tẹgbalọ
40,quarter,ṅkyem-anaṅ,
40,quarter,abobow,
40,quarter,asoẹ,
40,quarter,,mlidša ní dši edfẹ
40,quarter,,akutšo
40,queen,ọhemmea,
40,queen,,maṅnye
40,queer,ṅwōṅwā,
40,queer,,sroto
40,quench,"dum (gya, kanea)",
40,quench,kum (sukọm),
40,quench,,gbe
40,question,asemmisa,
40,question,,bimọ
40,quick,ntẹm,
40,quick,ntẹmntẹm,
40,quick,ntẹmso,
40,quick,harehare,
40,quick,ọhare-so,
40,quick,bẹw,
40,quick,f̀wimf̀wim,
40,quick,sorọwsorọw,
40,quick,amonom,
40,quick,mprempreṅ,
40,quick,wẹ,
40,quick,wẹwẹ,
40,quick,kamkam,
40,quick,kā nsa,
40,quick,bọ pāṅkrāṅ,
40,quick,yẹ ntẹm,
40,quick,yẹ nehō hare,
40,quick,patuw,
40,quick,,dšaṅdšaṅdšaṅ
40,quick,,dšraṅdšraṅdšraṅ
41,quicksighted person,oniferefo,moni hieŋmeii ano tše
41,quicksightedness,nifere,hieŋmeii ano tšemo
41,quiet,kómm,dińń
41,quiet,démm,diō
41,quiet,dínń,końń
41,quiet,kònī,konī
41,quiet,dwōdwō,kpō
41,quiet,,šo
41,quiet,,tō
41,quiet,,tōtō
41,quill,ntakara,agūs-tšere
41,quit,gyaw,ńme he
41,quit,gyā mu,hā gbe
41,quit,gu,ši
41,quit,wie,kwa
41,quit,tua,
41,quite,korā,kwrā
41,quite,wie,tō
41,quite,sā,
41,Rabbit,adańko,kpeńplē
41,race,abusūa,akutšo
41,race,ase,foi
41,race,asefo,foidamę
41,race,mma,tšetše
41,race,nnipabań,
41,race,mmirikatu,
41,race,akansi,
41,raff,pra,ha
41,raff,prapra,kpadša
41,raff,fẇim,
41,raff,fow,
41,rafter,aparow,akpale
41,rafter,damparow,
41,rag,ntamagow,efe
41,rag,agowagow,mamafe
41,rag,,feifei
41,ragamuffin,kwaterekwa,kwatrekwa
41,rage,bọ dam,gri
41,rage,bọ gye,ye seke
41,rage,gyimi,mli fū
41,rage,bọ huru,hie dọ
41,rage,ani dọ ńkrāń,plam
41,ragged,gow,fei
41,ragged,nea atetew,efe
41,ragged,,feifei
41,ragged,,tšeretšerei
42,rain,osu,
42,rain,osuto,
42,rain,nwésẽnwẽsẽ,
42,rain,pibibibi,
42,rain,píbàbababa,
42,rain,táradada,
42,rain,osu tue,
42,rain,,ne
42,rain,,Nyoñmo ne
42,rain,,tue
42,rain,osu,
42,rain,osuto,
42,rain,,Nyoñmo nẽ
42,rain,,nemo
42,rain,,nunemo
42,rain,,agbosu
42,rain,nyañkõntõn,
42,rain,,kwabuetę
42,rain,nyáñkõnsu,
42,rain,nsunsũan,
42,rain,nsunsũansu,
42,rain,,nana
42,rain,,nyoñmonu
42,rainy season,asusow,
42,rainy season,bere,
42,rainy season,,gbiena
42,rainy season,,agbiena
42,rainy season,adom,
42,rainy season,adommere,
42,rainy season,,gbo
42,raise,mã so,
42,raise,si,
42,raise,to,
42,raise,terew mu,
42,raise,kãnyãn,
42,raise,boa ano,
42,raise,yeñ,
42,raise,afieboa,
42,raise,yi,
42,raise,tow,
42,raise,gyigye,
42,raise,sika,
42,raise,,te ši
42,raise,ye sa,
42,raise,nõa sa,
42,raise,poù dom,
42,raise,,fe ta
42,raise,,bọ apa
42,raisins,asikre-aba,
42,raisins,,sukle(yi)bii
42,ram,odwẽnnini,
42,ram,,to-agbo
42,ram,,agbosu
42,ram,poma,
42,ram,oprem,
42,ram,otuo,
42,ram,,flemtšo
42,rammer,twenewa,
42,rammer,,ntfei
42,ramble,kyiñ,
42,ramble,kyini,
42,ramble,,tšomlọ
42,rapidly,fwim,
42,rapidly,fwimfwim,
42,rapidly,utem,
42,rapidly,sorowsorow,
42,rapidly,,fim
42,rapidly,,finfim
42,rare,eñka,
42,rare,ehõ ye nâ,
42,rare,eye onâ,
42,rash,gyigyagyigya,
42,rash,gyígyiri,
42,rash,kyikyírikyikyiri,
42,rash,kàmkam,
42,rash,hyèrebahyereba,
42,rash,,kakāka
42,rash,,kplakpla
42,rash,,kplokplo
42,rash,,flafla
42,rash,,tšontšontšon
42,rashness,nnam,
42,rashness,ntem,
42,rashness,ntemye,
42,rashness,agyigyirisem,
42,rashness,anuohyew,
42,rashness,,ekā
42,rashness,,kākā
42,rashness,,nam
42,rashness,,nalabā
42,rasp,twitae,
42,rasp,,raspe
42,raspberry,rasberi,
42,raspberry,,raspe
42,raspberry,rasberisã,
42,raspberry,,raspedã
42,rat,okisi,
42,rat,,obiši
42,rate,bọ bo,
42,rate,hye towyi,
42,rate,kã anim,
42,rate,twiw anim,
42,rate,,fà yi
42,rate,,dše
42,rate,,kẽ yi
42,rather,mmom,
42,rather,fasã,
42,rather,,boñ
42,rather,,mõ
42,rather,,mon
43,rave,bo gye,ye seke
43,rave,bo dam,gri
43,rave,gyimi,dsim
43,rave,tirim ka,yitson ka
43,raven,anene,kwakwalabite
43,raven,kwakwadabi,
43,ravine,obonka,dso vo
43,ravine,osuka,flo
43,ravish,twa dwow,tua
43,ravish,yi dwow,to kabona
43,ravish,tua,ye awui
43,ravish,to mmona,
43,raw,amono,enmon
43,raw,mommono,dudududu
43,raw,,yurudududu
43,raw,,seblebe
43,raw,,atro
43,ray,nsensane,susuma
43,ray,nsensamma,wuohai
43,ray,,gblamo
43,razor,oyisekan,asoi
43,razor,oyiwan,asoyi
43,razor,anseeyi,
43,reach,du,se
43,reach,du ho,se he
43,reach,to,se si ta
43,reach,so,teo
43,reach,so,fa
43,reach,nsa ka,nine bole
43,reach,nsa so,
43,reach,nsa hyia,
43,read,kau,kane
43,read,nhoma,wolo
43,read,kankan,
43,ready,krado,klalo
43,ready,wawie,efe klalo
43,ready,wasiesie nho,egbena
43,ready,watem,
43,ready,woatentem,
43,ready,eda yen ho,eka si hawo
43,ready,siesie,fe klalo
43,real,pa,ekpakpa
43,real,pote,akpa
43,real,ewom,pote
43,real,ete sa ampa,ye mli
43,real,eye,hi
43,really,ampa,lelen
43,really,wom'moa,asanokwa
43,really,wuntwa apaw,kwa
43,really,,moan
43,really,,muan
43,really,,gba
43,reaper,awitwafo,niikpalo
43,rear,ma so,wo no
43,rear,kauyan,te si
43,rear,siesie,bo apa
43,rear,yeu,le
43,reason,ase,sisi
43,reason,nhumu,yi
43,reason,ti,yitson wolo
43,reason,tirim,yin
43,reason,adwene,dfenmo
43,reason,adwempa,
43,reason,yiyi nten,yiyi
43,reason,bo nkuro,na yi
43,reason,gye akinnye,bo nkulo
43,reason,pe mu,dse nwane
43,reason,dan ti,pei mli
43,rebel,mansotwefo,atuatselo
43,rebel,otuatewfo,kaninkadselo
43,rebel,,mansotsolo
43,rebellion,manso,manso
43,rebellion,atuatew,atua
43,rebellion,,kaninkadse
44,recantation,ɔkāsaṅ,natšakemɔ
44,recantation,anodaṅ,natšōmɔ
44,recantation,,gū
44,receive,gye,he
44,receive,gye tom',here
44,receive,yɛ atū,nō
44,receive,nsa kā,he to
44,receive,nyā,he atū
44,receive,,here atū
44,receive,,-hiemɛ
44,receive,,ná
44,reckon,bu,bu akonta
44,reckon,-ano,
44,reckon,-akontā,
44,reckon,yɛ ak.,
44,reckon,susuw,
44,reckoning,akontā,akontabū
44,reckoning,-bu,
44,recognize,hū,yo
44,recognize,nim,yo he
44,recognize,,yose
44,recollect,kae,kai
44,recollect,kākae,hie ba nɔ
44,recollect,ani ba so,
44,recompense,hyɛ (si) anaṅmu,to nādšiaṅ
44,recompense,tua kaw,wo nyōmɔ
44,recompense,wo nyōmɔ,
44,recompense,akatua (pa),
44,recompense,ṅhyɛanaṅmu,
44,reconcile,pata,kpātā
44,reconcile,kā bom',tšā
44,reconvalescence,ahōninnim,hedšɔ
44,reconvalescence,ahōsaṅ,hesaṅemɔ
44,recover,nyā (ayikwaṅ),na segbɛ
44,recover,nyābio,sañe
44,recover,saṅ nyā,na hewalɛ
44,recover,hō ninnim,
44,recover,hō saṅ,
44,recovery,ahōsaṅ,hetā
44,recovery,,hetālɛ
44,recovery,,hesaṅemɔ
44,recreation,akwâhōsāṅ,tšuiwō
44,recreation,home,hedšɔmɔ
44,red,kɔ,tšuru
44,red,kɔkɔ,etšuru
44,red,..beṅ (kɔbɛṅ),-fā
44,red,..dam,fē
44,red,damārāmá,felí
44,red,adídí,felō
44,red,yɛ̀ṅ,flɛkū
44,red,yɛ̀mmɛṅ,tšu
44,red,bere,-flɛkū
44,red,do kɔ,
44,redden,bere,tšu
44,redden,wo atifɔ tšuru,
44,reddish,,tšuruo
44,reddish,,tšuo
44,redeem,poṅ,kpō
44,redeem,gye,kpoṅ
44,reduction,ntewso,nɔdšē
44,reduction,nyiso,nɔdšiemɔ
44,reduction,ṅhūaṅso,
44,reduplicate,bɔ hō,bɔ he
44,reduplicate,bɔ anim,
44,reed,demmere (nn...),dfeitšɔ
44,reed,kète,gālā
44,reed,mmɛw,nto
44,reel,him,didā
44,reel,hiṅhim,
44,reel,tɔ ntintaṅ,
44,reflect,susuw,susu
44,reflect,dwɛṅ,dfeṅ
44,refresh,mā hō dwɔ,wo tšui
44,refresh,,dšɔ he
44,refuge,hintabea,abo
44,refuge,guaṅkobea,abobā
44,refuge,guaṅdobea,akata
44,refuge,akata,akatabɔ
44,refuge,guaṅ do,ba abo
44,refuge,guaṅ toa,
45,refuse,kame,
45,refuse,pa,
45,refuse,po,
45,refuse,,kpoö
45,refuse,kwa,
45,refuse,ǹwā,
45,refuse,adese,
45,refuse,puw,
45,refuse,mmẹfẹ,
45,regain,poṅ,
45,regain,nyā bio,
45,regain,saṅ fa,
45,regain,,kpō
45,regain,,ná ekoṅ
45,regain,,sa ṅō
45,regard,fwẹ,
45,regard,bu,
45,regard,fa hō biribi,
45,regard,,kwẹ
45,regard,,bu
45,regard,,wo
45,regent,omaṅ mu panyiṅ,
45,regent,nea osi ọhene anaṅmu,
45,regent,,noyelọ
45,regent,,lumo
45,rehearse,kā ti mu,
45,rehearse,kā kyere,
45,rehearse,,śimọ nọ
45,rehearse,,śimọ sẹ
45,rehearse,,tọ nọ
45,reign,di hene,
45,reign,di so,
45,reign,,ye maṅtṣẹ
45,reign,,ye nọ
45,reign,ahenni,
45,reign,nniso,
45,reign,,maṅtṣeyeli
45,reign,,nọyeli
45,reject,tow,
45,reject,kyene,
45,reject,po,
45,reject,pa,
45,reject,,tfa
45,reject,,fọ
45,reject,,śe
45,reject,,tṣe
45,reject,,kwa
45,reject,,kpọ
45,rejoice,ani gye,
45,rejoice,ye fe,
45,rejoice,gye ani,
45,rejoice,kyekye wẹre,
45,rejoice,,nyá
45,rejoice,,mì śe
45,rejoice,,híe mẹ
45,rejoice,,śedśe mi
45,relate,kā,
45,relate,bọ kaseẹ,
45,relate,mā,
45,relate,momā,
45,relate,,gba
45,relation,abusūa,
45,relation,obusūani,
45,relation,oni,
45,relation,abusūafo,
45,relation,,weku
45,relation,,wekunyọ
45,relation,,wekumei
45,release,gya ọkwaṅ,
45,release,gyā,
45,release,gye,
45,release,yi,
45,release,,ṅmẹ he
45,release,,ṅmẹ gbẹ
45,release,,kpọ
45,religion,onyamesom,
45,religion,ọsom,
45,religion,,ḍśamọ
45,religion,,Nyọṅmọ ḍśamọ
45,religion,,sọọmọ
45,religious doctrine,onyamesom hō kyere,
45,religious doctrine,,ḍśamọ he tṣọmọ
45,rely,de nehō to so,
45,rely,ani da so,
45,rely,twẹri,
45,rely,dàṅ,
45,rely,,kā nọ
45,rely,,híe kā nọ
45,rely,,daṅ
45,remain,ka,
45,remain,ka akyiri,
45,remain,"trā (họ, mu)",
45,remain,kyẹ,
45,remain,,bọ nọ
45,remain,,hí
45,remain,,hí śi
45,remain,,tṣẹ
45,remain,,fẹ
45,remainder,ṅkaé,
45,remainder,nnekae,
45,remainder,nnikae,
45,remainder,ntwakae,
45,remainder,,fẹ
45,remainder,,fẹṅọ
45,remedy,ano aduru,
45,remedy,,tṣọfā
45,remedy,,na tṣọfā
45,remember,kae,
45,remember,ani wọ so,
45,remember,ani ba so,
45,remember,,híe ye nọ
45,remember,,híe kā nọ
45,remember,,híe ba nọ
45,remember,,kai
45,remembrance,ṅkáé,
45,remembrance,,kaimọ
46,remnant,remainder,rest
46,remonstrate,yiyi nteŋ,"yiyi, yiyi ateŋ"
46,remote,akyirikyiri; toŋn,floflōflo; šoŋn; maŋsẹ
46,remove,"yi (fi) hǫ, yiyi, de (fa).. ko; tìw ko, tu so; pam, tu","dše, dše ŋo; kẹ.. ya; tši; ya; kpo; fā"
46,removal,"yikǫ, ntuso","tši, ŋōdšẹ; nȧdšiaŋdšiemǫ; fā"
46,rend,"sūane, sunsūane; tew mu, tetew, pae","tše, tšerẹ, gba, gbla mli; (mānyā); šete"
46,rent,gow,efeị; feifeị
46,to be-,"he gba, gbla, mli gbla; sū",
46,renown,"diŋ, dimpa",gbeị
46,to be of-,wǫ diŋ,yẹ or fe gbeị
46,repair,"sesẹw, sā, tātā, tuatua, pompam; yẹ yiye; hyẹ anaŋmu","sa, to nȧdšiaŋ"
46,repay,"tua kaw, daŋ mā, hyẹ anaŋmu",fe or to nȧdšiaŋ; wo nyǫmǫ
46,repeat,"(kā) ti mu, saŋ mu, yẹ bio, saŋ yẹ, saŋ kā; kā sim'; fea, -so","ši ŋo, ši sẹ; ti mli, to ŋo"
46,repeatedly,"ntoatoaso, ntimu",kẹkẹkẹ; ŋotoŋoto
46,repetition,"ntīmu, ọkasasaŋmú","mlitilẹ, ŋošimǫ, ŋotō"
46,repent,"nū nehǫ, sakra adwene","fa he, tšake tšui, tšake dfeŋmǫ"
46,reply,"bua, gye so","here ŋo, to he"
46,report,"kaseŋ, -bǫ, amanneẹ; akwaŋmusem, atesem, ŋkā",mẹlemǫ; šẹ; adafitfā; asemsro
46,reporter,"ọbọfo, ọkyeāme; ọtékọfó","nafolǫ, naflolǫ; nšrōntilǫ; otšāme"
46,repose,"trā ase, home, da","kā ši, dšǫ he"
46,reposit,"sie, de..sie, to, hyẹ (bābi)",sa..to
46,representant,"nea ogyina obi anaŋmu, onaŋmusifo, odimāfo",nȧdšiaŋdamolǫ; digbobi
47,reprehend,kā anim,
47,reprehend,kā,
47,reprehend,twiw anim,
47,reprehend,kasa (obi),
47,reprimand,kā anim,
47,reprimand,kā,
47,reprimand,twiw anim,
47,reprimand,kasa (obi),
47,reproach,fā yi,G.dṣę
47,reproach,kā,kā hie
47,reproach,wie hie,gbe hie
47,reproach,kpātā hie,
47,reproach,fe m.k. toin sane ko,
47,reproach,sosoo,
47,reproach,fa,
47,reproach,bo ahora,
47,reproach,sopa,
47,reprove,fā yi,G.dṣę
47,reprove,kā,kā hie
47,reprove,wie hie,gbe hie
47,reprove,kpātā hie,
47,reprove,fe m.k. toin sane ko,
47,reprove,sosoo,
47,reprove,fa,
47,reprove,bo ahora,
47,reprove,sopa,
47,reproof,ṅkāanim,G. hiegbē kā
47,reproof,ṅkāanim,dṣemọ
47,reproof,ṅkāanim,famọ
47,republic,kwasafomán,G. republika
47,republic,kwàmānmán,G. republika
47,reputation,diṅ,G. gbei
47,reputation,nīdi,G. gbei
47,request,kyewpa,G. faikpamọ
47,request,adesĕre,bimọ
47,request,adesĕre,bamọ
47,rescue,gye,G. šọ
47,rescue,yi,fā he
47,rescue,fẇim,
47,resemble,sę,G. tamọ
47,resemble,sę so,
47,resemble,ẇiewẇie,
47,reservoir,baka,G. abaka
47,reservoir,asubura,nubu
47,reservoir,korabew,tohe
47,residence,trābew,G. šihilehe
47,residence,trābere,mańtṣeman
47,residence,ahemfi,
47,residence,aheṅkurow,
47,respect,fere,G. šc
47,respect,bu,še gbeye
47,respect,ani sọ,wo
47,respect,fẇeanim,bu
47,respect,hie fie,
47,respect,hie sọ,
47,respect,kwę hiena,
47,respect,kwę hietṣo no,
47,respecting,nea efa..hō biribi,G. kę ka..
47,respecting,..fām,
47,response,nnyeso,G. nọheremọ
47,response,mmuae,hetō
47,rest (remainder),ṅkae,G. fe
47,rest (remainder),ntẇakae,
47,rest (remainder),siṅ,
47,rest (repose),ohome,G. dṣọmọ
47,rest (repose),hōnam (mu) adagyew,be-
47,rest (repose),ahōdẇo,hedṣole
47,rest (repose),ahomegye,toindṣole
47,rest (repose),hewodṣiandekā,tṣuiwō
47,rest (repose),niitṣumọkpamọ,
47,rest,home,G. dṣọ
47,rest,soę,dṣọ he
47,rest,hō dẇo,to ši
47,rest,ka,kā no
47,resting-place,asoę,G. šitōhe
47,resting-place,ahomegyebea,hedṣomọhe
47,"restless, to be-",ye petérépétére,G. fe yoyōyo
47,"restless, to be-",kitikiti,fe yeyēye
47,"restless, to be-",nehō ṅkā nehō,
47,"restless, to be-",onna hō komm,
47,restless-ness,kitikitiye,G. adšiṅ
47,restless-ness,,ogagasu
47,restless-ness,,yeyēyefemọ
47,restitution,anaṅmuhye,G. nādšiantō
47,restitution,ṅhyeanaṅmu,dāimọ
47,restitution,nsianaṅmu,chēsamọ
47,restore,si anaṅmu,G. to nādšia
47,restore,sesęw,sa ekon
47,restore,dań mā,dāi
47,restrain,siw ano,G. wo tṣui kpā
47,restrain,siw kwań,tši na
47,restrain,dẇudẇo,tši gbe
47,restrain,siaṅka,
48,resurrection,wusore,šitɛ
48,resurrection,wunyaŋ,gbohiašitɛ
48,retain,so mu,tši na
48,retain,saŋ,to
48,retain,siaŋka,
48,retaliation,anaŋmuhye,nădšiaŋtō
48,retribute,hyę anaŋmu,fe nădšiaŋ
48,retribute,si,to
48,return,saŋ (ba),tšō he
48,return,saŋ n'akyi,kū sę
48,return,saŋ akyiri,dāi
48,return,daŋ nehō,kpale
48,return,,kpoō (kpou)
48,return,osaŋ,kpalemo
48,return,nsaŋakyiri,sękū
48,return,odaŋmă,
48,return,akatua,
48,return,nhyęanaŋmu,
48,return,aseda,
48,return,mmuae,
48,return,mfaso,
48,reveal,yi so,dšie kpo
48,reveal,yi adi,dšie ši
48,reveal,yi kyerę,dšie.. tšō
48,revenge,to take revenge,
48,revenge,to were,to owele
48,revenge,di were,
48,revere,fere,šē
48,revere,ani sọ,hie sọ
48,reverse,daŋ,dāi
48,reverse,sakra,tšake
48,reverse,tue,kpale
48,reverse,butuw,butu
48,reverse,akyiri,sę
48,reverse,abira,
48,revile,yaw,dšę
48,revile,di atęm,fā yi
48,revile,sopa,
48,revolt,tew atūa,tše atūa
48,revolt,twě mansō,tše (tšō) mansō
48,revolution,atūatew,atūatšemọ
48,revolution,mansō,mansō
48,revolution,twě,tšō
48,revolution,omaŋ-anidaŋ,dšeňfitemọ
48,revolution,nnaŋ-animansō,
48,reward,tua kaw,wo nyōmọ
48,reward,tua akatua pa,to nădšiaŋ
48,rheumatism,ọkwáhá,oblāi
48,rheumatism,ọséŋmù,kakao
48,rheumatism,samẽ,
48,rhinoceros,ẹsono akyi aboa bi a abẹŋ si ne fwẹne so,
48,rib,aparow,ńmăwutšō
48,ribbon,(siriki) bẽnă,bōń
48,ribbon,ntāmábamma,
48,rice,ẹmō,omō
48,rich,wọ(nyā) ade,yẹ dalei
48,rich,wọ sika,fe niiatšę
48,rich,nyānehō,
48,rich,ditāmu,
48,rich-man,ọdefo,šikatšę
48,rich-man,osikani,terematšę
48,rich-man,ọhōnyāfo,oblempoŋ
48,rich-man,odwetiwani,
48,rich-man,obirẹmpoŋ,
48,riches,ade,kpoomọ
48,riches,ahōnyāde,nii
48,riches,adedodow,niifalẹ
49,ricinus,adedeṅkrūmā,
49,ride,trā (te) opoṅko so,
49,ride,teaseęnam so,
49,ride,hamaṅkā mu,
49,ride,,ta no
49,ride,,ta okpoṅo no
49,ride,,ta fili mli
49,ride,,ta ahimaṅka mli
49,rider,opoṅkofo,
49,rider,opoṅko-so-fo (tefo),
49,rider,,notalo
49,ridge,abosam,
49,ridge,mmepow kyerepeṅ,
49,ridge,bepow atifi,
49,ridge,,kā
49,ridge,,akofi
49,ridge,,gōḍši aklempe
49,right,pa,
49,right,trēnē,
49,right,potē,
49,right,tēę,
49,right,ye,
49,right,sę,
49,right,fata,
49,right,di bem,
49,right,,edšurō
49,right,,dša (gbe)
49,right,,hi
49,right,,sa
49,right,,ye
49,right,,ye bem
49,right-hand,nifā,
49,right-hand,nsa nifā,
49,right-hand,,nine dšurō
49,right,bem,
49,right,bemdi,
49,right,ade,
49,right,asęde,
49,right,hō kwaṅ,
49,right,asentrēnē,
49,right,adetrēnē,
49,right,,bem
49,right,,bemyeli
49,right,,gbęfā
49,right,,gbęfāṅ
49,right,,gbęna
49,right,,hegbę
49,right,,dšalę
49,right,,salę
49,right,,dšalęsane
49,righteous,trēnē,
49,righteous,otrēnēni,
49,righteous,tēę,
49,righteous,di bem,
49,righteous,,dšalọ
49,righteous,,dša
49,righteous,,ye bem
49,righteousness,otēę,
49,righteousness,trēnē,
49,righteousness,bemdi,
49,righteousness,,dšalę
49,righteousness,,bemyeli
49,rim,ano,
49,rim,,na
49,rind,aboṅ,
49,rind,ęhono,
49,rind,,toto
49,ring,wosow,
49,ring,bọ (doṅ),
49,ring,gyigye,
49,ring,(asọm) yę yoṅ,
49,ring,,hoso
49,ring,,woso
49,ring,,gbe
49,ring,,(toṅ) fe hęṅ
49,ring,kā,
49,ring,"petea (toṅkokā, nōmāfuru)",
49,ring,dantabaṅ,
49,ring,haṅkare,
49,ring,kontoṅkroṅ,
49,ring,,kpotia
49,ring,,kakra (kakla)
49,ring-leader,ọkotwěbręfo,
49,ring-leader,,mo titri
49,ring-leader,,šišiḍselọ
49,ring-pad,"kahiri (kahire, kare)",
49,ring-pad,,kakra
49,rinse,hohoro mu,
49,rinse,guare,
49,rinse,,foflo
49,rinse,,dšale
49,riot,bọ ahofwi,
49,riot,tew atūa,
49,riot,,bọ nyeṅyeṅtī
49,riot,,bọ ahofi
49,ripe,kokō,
49,ripe,nea abeṅ,
49,ripe,abere,
49,ripe,ahoa,
49,ripe,awo,
49,ripe,abọ,
49,ripe,,gbīṅ
49,ripe,,egbīṅ
49,ripe,,etšuru
49,ripe,,sa
49,ripe,beṅ,
49,ripe,bere,
49,ripe,hoa,
49,ripe,wo,
49,ripe,bọ,
49,ripe,,be
49,ripe,,gbī
49,ripe,,sa
49,ripe,,wa
49,ripe,,tšu
49,ripe,,hie sa
49,ripe,,yitšoṅ sa
49,rise,sore,
49,rise,soso,
49,rise,pue,
49,rise,kukuru,
49,rise,hore,
49,rise,(ebo) foro,
49,rise,ko soro,
49,rise,ko so,
49,rise,ba,
49,rise,fi mu,
49,rise,twē mansō,
49,rise,,te ši
49,rise,,pue
49,rise,,kwọ
49,rise,,(fā) ba
49,rise,osore,
49,rise,opue,
49,rise,mfiase,
49,rise,,šitē
50,rival,ọkansifo,dalo
50,rival,oniṅkufo,awuñayelọ
50,rival,ọkorafo,
50,rival,osidifo,
50,river,asu,fã
50,river,asubọnteṅ,dṣọ
50,river,,nudṣọ
50,beyond the river,asuogya,fãsẹ
50,"bed, channel of the river",nsukã,dṣọ
50,"bed, channel of the river",osubọṅ,fãdṣọ
50,"bed, channel of the river",,mukpo
50,rivulet,asuwa,nudṣọ
50,rivulet,asutemma,fã fio
50,road,ọkwaṅ,gbẹ
50,road,ṅkwammọe,gbẹdṣẹgbẹ
50,road,ọtempọṅ,tempọṅ
50,road,apọṅkọkwaṅ,okpoṅgbẹ
50,roam (about),kyini,tṣomlọ
50,roam (about),wọ ntwẹtwẹdẹ,
50,roar,yẹ hō,fe hō
50,roar,bom',gbō
50,roar,bobom' sū,hū
50,roar,,gbẹ
50,roar,,bu
50,roast,tō,šā
50,roast,tōtō,tṣukọ
50,roast,kyew,
50,roast,kisā,
50,roast,hū,
50,rob,wia,dṣu
50,rob,bọ krọṅ,ha nii
50,rob,fow,ye odṣọ
50,rob,yi dẇow,tía odṣọ
50,rob,tẇa adẇow,
50,robber,oẇifo,odṣotfalọ
50,robber,ọkrọmfo,
50,robber,fowfo,
50,robber,adẇowtẇafo,
50,robber,ọkwaṅmukãfo,
50,robbery,krọno,dṣu kẹ fō
50,robbery,akrọmmọ,niihā
50,robbery,adẇówyí,odṣotfã
50,robbery,dẇowtẇá,
50,robbery,akwaṅmukã,
50,rock,ọbo,tẹ
50,rock,ọbotaṅ,tẹsa
50,rock,abósám,
50,rock,botantim,
50,rock,wosow,wọkọ
50,rock,posow,woso
50,rock,pusuw,hoso
50,rock,,didā
50,rocking,pòsopọsọ,wọkọwọkọ
50,rocket,ọsramaṅ,srawa
50,rocket,,osramaṅ
50,rod,dua,tṣo
50,rod,abā,tṣonine
50,rod,tẇenewá,
50,rogue,ohofẇini,niiahetfalọ
50,rogue,ọsesafo,yakagbomo
50,rogue,akẇākyére,
50,rogue,obusufo,
50,roll,pirew,koklo (ši)
50,roll,yantam,nēnē
50,roll-up,bobọw,
50,roll,puruw,
50,roll of tobacco,kēsi,okeši
50,roof,ọdaṅ atifi,tšuyiteṅ
50,roof,osuhyẹ,
50,roof,kuru (daṅ) so,
